,salary,jobcity,gender,10percentage,10board,12percentage,12board,collegetier,degree,specialization,collegegpa,collegecitytier,collegestate,Tenure,Join_age,designations,Personality_ts
214,300000,Bangalore,m,89.5,State,78.83,State,1,Bachelors,ME,73.0,0,Orissa,0,23,engineer,-0.6369399999999998
215,300000,Chennai,f,92.8,n/a,83.0,n/a,2,Masters,CSE,86.7,0,Tamil Nadu,2,24,analyst,-0.6154739999999999
216,225000,Noida,f,79.4,State,67.0,State,2,Bachelors,ECE,63.5,0,Uttar Pradesh,2,22,analyst,0.8607400000000001
217,170000,Hyderabad,m,83.0,State,65.0,State,2,Bachelors,CSE,65.6,1,Telangana,1,24,associate,0.47357999999999995
218,110000,new delhi - jaisalmer,m,66.8,State,59.9,State,2,Bachelors,EIE,65.4,0,Uttar Pradesh,0,24,engineer,-0.47296000000000005
219,510000,Pune,m,79.8,State,75.6,State,2,Bachelors,ECE,61.9,0,Haryana,2,22,others,0.49011999999999994
220,120000,New Delhi,f,88.0,State,87.8,State,1,Bachelors,ECE,76.3,1,Delhi,1,22,developer,0.22988
221,425000,Mumbai,f,87.0,State,72.0,State,2,Bachelors,ECE,77.0,0,Madhya Pradesh,2,23,engineer,0.16014
222,100000,Coimbatore,m,77.0,State,67.0,State,2,Bachelors,CSE,68.3,0,Tamil Nadu,0,24,others,1.5726799999999999
223,370000,,f,87.4,State,87.0,State,2,Bachelors,CSE,82.73,0,Uttarakhand,2,22,engineer,-0.5153399999999999
224,240000,Chennai,f,80.0,State,79.2,State,2,Bachelors,CSE,71.4,0,Andhra Pradesh,0,21,developer,0.29664
225,500000,Bangalore,m,71.0,State,75.0,State,2,Bachelors,ECE,81.02,1,Karnataka,3,22,others,-0.7290800000000001
226,230000,Ahmedabad,m,65.3,State,68.4,State,2,Bachelors,CSE,70.32,0,Uttar Pradesh,2,21,developer,-0.83374
227,550000,,m,94.6,State,83.0,State,1,Bachelors,CSE,84.0,0,Jharkhand,2,22,engineer,-0.70354
228,415000,Noida,f,75.0,State,68.0,State,2,Bachelors,CSE,71.72,0,Uttar Pradesh,3,23,engineer,-0.4321
229,320000,Kochi/Cochin,m,83.33,State,80.3,State,1,Bachelors,ME,76.0,0,Andhra Pradesh,1,22,engineer,0.35568
230,350000,Gurgaon,m,82.6,State,81.4,State,1,Bachelors,ECE,80.22,1,Delhi,1,22,engineer,-0.62056
231,310000,chennai,m,80.83,State,82.1,State,2,Bachelors,CSE,71.4,0,Andhra Pradesh,2,22,engineer,0.8594000000000002
232,100000,Pune,f,67.23,State,65.5,State,2,Bachelors,CSE,61.0,0,Maharashtra,1,23,developer,0.34530000000000005
233,300000,Chennai,f,86.2,State,84.3,State,2,Bachelors,ECE,72.6,1,Tamil Nadu,1,22,analyst,-0.16778000000000004
234,180000,Noida,m,55.0,State,68.0,State,2,Bachelors,CSE,59.0,0,Uttar Pradesh,1,25,engineer,0.16022
236,100000,,m,86.62,State,62.2,State,2,Bachelors,ECE,65.01,0,Gujarat,2,21,engineer,-0.0027999999999999805
237,220000,Bangalore,m,69.13,State,64.4,State,2,Bachelors,CSE,76.3,1,West Bengal,1,26,associate,-0.215334
238,300000,Bangalore,m,89.12,State,68.0,State,2,Bachelors,CSE,74.0,1,Karnataka,2,22,engineer,-1.0504
239,410000,Chennai,m,91.6,State,91.6,State,2,Bachelors,CSE,73.7,0,Andhra Pradesh,2,23,engineer,-0.516
240,100000,Hyderabad,f,87.5,State,95.3,State,2,Bachelors,ECE,80.95,1,Telangana,2,22,engineer,0.08345999999999996
241,180000,Noida,m,73.0,State,69.0,State,2,Bachelors,CSE,65.5,0,Uttar Pradesh,1,22,developer,0.061759999999999995
242,445000,Mumbai,m,66.4,State,69.8,State,2,Bachelors,ECE,66.33,1,Delhi,3,23,engineer,-0.54344
243,265000,Bangalore,f,80.33,State,86.9,State,2,Bachelors,CSE,71.02,0,Andhra Pradesh,2,21,engineer,0.0014000000000000275
244,215000,Gurgaon,m,75.2,State,73.4,State,2,Bachelors,CSE,72.4,0,Uttar Pradesh,2,24,others,-0.7275599999999999
245,285000,Jaipur,m,50.6,State,56.9,State,2,Bachelors,CSE,60.01,1,Rajasthan,1,23,engineer,0.010340000000000016
246,300000,,m,81.1,State,86.7,State,2,Bachelors,CSE,70.51,1,Telangana,0,21,engineer,0.47826
247,275000,Bangalore,m,60.14,State,60.0,State,2,Bachelors,CSE,77.0,0,West Bengal,1,24,engineer,0.0022199999999999776
248,265000,Noida,f,84.6,State,64.7,State,2,Bachelors,CSE,73.0,0,Uttar Pradesh,1,21,developer,0.31005999999999995
249,300000,Bangalore,m,78.83,State,80.5,State,1,Bachelors,ECE,69.1,0,Uttarakhand,2,22,engineer,0.32292
250,300000,Noida,m,78.0,State,69.0,State,2,Bachelors,CSE,69.0,1,Rajasthan,3,22,others,0.35232
251,325000,Bangalore,m,75.8,State,61.6,State,2,Bachelors,CSE,65.0,0,Chhattisgarh,2,24,developer,0.6104399999999999
252,170000,Hyderabad,m,77.66,State,90.7,State,2,Bachelors,CSE,69.5,1,Telangana,1,22,engineer,-0.4727199999999999
253,220000,Gurgaon,m,86.0,State,81.0,State,2,Bachelors,EIE,72.0,0,Uttar Pradesh,3,22,engineer,-1.1372
254,215000,Pune,f,78.0,State,78.0,State,2,Bachelors,CSE,66.0,0,Andhra Pradesh,2,21,developer,0.64706
255,180000,Bankura,m,71.0,State,63.0,State,2,Bachelors,EEE,79.9,1,West Bengal,2,23,engineer,0.08978000000000001
256,95000,Bangalore,m,64.48,n/a,57.0,n/a,2,Bachelors,CSE,68.23,1,Karnataka,1,23,developer,-0.022500000000000013
257,245000,Bengaluru,m,81.0,State,66.0,State,2,Bachelors,CSE,66.0,1,Karnataka,1,22,engineer,0.46152
258,350000,Indore,m,62.0,State,62.0,State,2,Bachelors,CSE,63.0,0,Madhya Pradesh,3,25,others,0.05105999999999998
259,420000,Bangalore,m,67.0,State,61.0,State,2,Masters,CSE,68.23,0,Jammu and Kashmir,1,25,engineer,-0.07478
260,370000,,m,85.3,n/a,92.6,n/a,2,Bachelors,CSE,69.43,0,Andhra Pradesh,3,21,engineer,0.24130000000000007
261,425000,Noida,m,75.6,State,78.6,State,2,Bachelors,CSE,73.86,0,Uttar Pradesh,2,23,engineer,0.46719999999999795
262,235000,Chennai,f,91.0,State,80.0,State,2,Bachelors,ECE,76.0,1,Tamil Nadu,3,22,analyst,-0.05935999999999999
263,300000,Pune,m,81.2,State,71.0,State,2,Bachelors,ECE,81.0,0,Himachal Pradesh,1,22,analyst,-0.52392
265,120000,Kanpur ,m,71.5,State,70.4,State,2,Bachelors,CSE,78.44,0,Uttar Pradesh,0,22,developer,0.6707400000000001
266,330000,,m,86.8,State,77.2,State,2,Bachelors,ECE,77.2,0,Haryana,2,23,engineer,-0.90648
267,180000,Chennai,m,93.6,State,89.5,State,2,Bachelors,EEE,74.9,0,Tamil Nadu,1,21,designer,0.7597800000000001
268,335000,Mumbai,m,93.33,State,76.66,State,1,Bachelors,other,72.0,0,Orissa,1,23,engineer,0.24640000000000004
270,395000,,m,83.0,State,80.1,State,2,Bachelors,ECE,77.5,1,Tamil Nadu,3,22,analyst,0.007420000000000005
271,95000,Noida,m,78.8,State,68.0,State,2,Bachelors,CSE,67.0,0,Rajasthan,1,22,developer,-0.46747999999999995
272,360000,jaipur,f,74.0,n/a,65.0,n/a,2,Bachelors,CSE,72.0,1,Rajasthan,3,24,others,0.5451400000000002
273,325000,Hyderabad,m,71.0,State,70.0,State,2,Bachelors,CSE,68.8,0,Uttar Pradesh,1,23,engineer,0.26672599999999985
274,320000,New Delhi,m,76.0,State,78.0,State,2,Bachelors,EEE,70.6,0,Uttar Pradesh,1,24,others,-0.17516
275,305000,,m,88.6,State,92.0,State,2,Bachelors,CSE,73.0,0,Andhra Pradesh,1,21,engineer,0.16706
276,420000,Gurgaon ,f,80.0,n/a,83.0,n/a,2,Bachelors,CSE,80.67,0,Haryana,3,22,developer,1.0198599999999982
277,115000,Gurgaon,m,64.0,State,54.4,State,2,Bachelors,CSE,60.0,0,Orissa,0,22,executive,-0.5820000000000001
278,105000,,m,80.0,State,62.0,State,2,Bachelors,CSE,61.0,0,Uttar Pradesh,0,23,others,-0.21947999999999998
279,350000,Chennai,m,86.6,State,80.9,State,2,Bachelors,CSE,76.6,1,Tamil Nadu,1,23,developer,0.2997599999999999
280,425000,bangalore,m,82.16,State,84.8,State,2,Bachelors,CSE,87.8,0,Karnataka,2,22,senior,0.21544
281,110000,Kolkata,m,77.65,n/a,69.45,n/a,2,Bachelors,CSE,76.0,0,West Bengal,1,23,developer,-0.03872000000000002
282,350000,Hyderabad,m,84.0,State,93.4,State,2,Bachelors,ECE,81.0,1,Telangana,1,22,engineer,0.59896
283,100000,,m,56.5,State,56.8,State,1,Masters,CSE,79.29,1,Delhi,0,25,developer,-0.80404
284,305000,,m,79.83,State,91.5,State,2,Bachelors,CSE,71.52,1,Telangana,1,21,analyst,0.23648000000000002
285,320000,Noida,m,82.0,n/a,60.0,n/a,2,Bachelors,CSE,80.0,0,Punjab,2,25,executive,-0.44193999999999994
286,300000,Noida,m,87.0,State,70.0,State,2,Bachelors,CSE,62.0,0,Haryana,1,23,others,-0.49871999999999994
287,250000,CHENNAI,m,88.2,State,90.67,State,2,Bachelors,CSE,83.93,0,Tamil Nadu,2,25,engineer,0.5210199999999999
288,500000,,m,82.8,State,77.8,State,2,Bachelors,CSE,63.0,0,Punjab,1,24,manager,-0.17668
289,110000,Delhi,m,57.0,State,64.5,State,2,Bachelors,CSE,65.0,0,Uttar Pradesh,0,24,developer,0.5318800000000001
290,560000,Bangalore,m,89.42,State,81.2,State,2,Bachelors,CSE,71.26,0,Uttar Pradesh,1,23,engineer,-0.6579799999999999
291,390000,Bangalore,m,92.5,State,96.1,State,2,Bachelors,ECE,78.0,0,Andhra Pradesh,2,21,engineer,-1.0209199999999998
292,420000,Pune,m,72.8,n/a,62.8,n/a,2,Bachelors,CSE,70.0,0,Uttarakhand,2,23,engineer,0.235446
293,360000,,m,62.0,State,61.0,State,1,Masters,CSE,72.0,0,Punjab,1,26,others,0.4388599999999999
294,400000,Bangalore,f,84.5,State,94.1,State,2,Bachelors,CSE,70.95,1,Telangana,2,23,developer,-0.16308000000000003
295,240000,Vijayawada,m,86.3,State,89.7,State,2,Bachelors,CSE,71.0,0,Andhra Pradesh,1,23,engineer,-0.39862
296,700000,Delhi,f,88.0,State,85.0,State,1,Bachelors,CSE,68.0,1,Delhi,0,22,developer,-0.1910999999999999
297,300000,Pune,m,81.0,State,86.0,State,2,Bachelors,CSE,74.15,0,Uttar Pradesh,1,24,developer,-0.4311400000000001
298,320000,New Delhi,m,79.4,State,80.4,State,1,Bachelors,CSE,71.0,0,Himachal Pradesh,1,21,analyst,-1.1626400000000001
299,200000,Kochi,m,77.5,State,78.6,State,2,Bachelors,CSE,82.2,1,West Bengal,1,23,engineer,-0.31654
300,310000,Chennai,m,73.0,State,74.0,State,2,Bachelors,CSE,69.2,1,Tamil Nadu,2,22,engineer,-0.5679399999999999
301,185000,Pune,m,84.4,State,76.0,State,2,Bachelors,ME,63.0,1,Maharashtra,1,20,engineer,0.21486
302,105000,Pune,f,73.0,State,66.0,State,2,Bachelors,CSE,66.0,0,Maharashtra,1,24,analyst,0.25508
303,395000,Gurgaon,m,88.6,State,91.2,State,1,Bachelors,ECE,77.0,0,Madhya Pradesh,2,22,engineer,-0.33458
304,305000,Noida,m,70.0,State,73.8,State,2,Bachelors,CSE,79.12,0,Uttar Pradesh,3,21,developer,-0.96262
305,160000,Noida,m,71.2,State,61.6,State,2,Bachelors,ECE,74.26,0,Uttar Pradesh,1,21,engineer,-0.19806000000000004
306,350000,Beawar,m,80.0,State,75.0,State,2,Bachelors,EEE,71.56,0,Rajasthan,3,24,engineer,0.40152
307,305000,Bangalore,m,80.2,n/a,63.0,n/a,2,Bachelors,CSE,88.2,1,Tamil Nadu,2,23,engineer,-0.511434
308,325000,,m,73.6,State,78.3,State,1,Bachelors,ECE,74.4,1,Delhi,1,22,engineer,-0.048840000000000036
309,200000,Hyderabad,m,88.6,State,56.0,State,2,Bachelors,ECE,67.35,1,Karnataka,2,23,engineer,-0.17626
310,470000,Noida,f,70.0,n/a,65.0,n/a,2,Bachelors,CSE,78.0,1,Delhi,3,21,developer,-0.585054
311,325000,Bangalore,f,87.0,State,96.6,State,2,Bachelors,ECE,80.14,0,Andhra Pradesh,2,22,others,-0.04580000000000195
312,315000,Pune,m,83.6,State,60.17,State,2,Bachelors,ECE,71.3,0,Madhya Pradesh,0,25,engineer,-1.20766
313,315000,Chennai,m,85.0,State,85.0,State,2,Bachelors,CSE,65.25,0,Punjab,1,24,trainee,-0.74454
314,240000,Alwar,m,68.0,State,56.0,State,2,Bachelors,EEE,68.4,0,Rajasthan,0,23,trainee,-0.49252
315,360000,NOIDA,m,80.0,State,75.4,State,2,Bachelors,ECE,70.66,0,Uttar Pradesh,3,22,engineer,-1.3858799999999998
316,320000,Bangalore,m,74.7,State,72.4,State,2,Bachelors,CSE,76.1,0,Punjab,1,22,engineer,-0.008720000000000006
317,160000,Noida,m,79.6,State,52.0,State,2,Bachelors,CSE,60.64,0,Uttar Pradesh,2,21,executive,0.16200000000000003
318,350000,Gurgaon,m,69.2,State,77.4,State,2,Masters,CSE,76.72,1,Delhi,0,23,engineer,0.10657999999999994
319,150000,,f,85.6,State,69.6,State,2,Bachelors,CSE,76.6,0,Punjab,1,22,others,-0.8719999999999999
320,300000,Bangalore,m,73.0,State,81.0,State,2,Bachelors,CSE,81.0,0,Tamil Nadu,1,23,engineer,0.36749999999999805
321,320000,Noida,m,87.4,State,84.8,State,2,Bachelors,CSE,74.0,0,Uttar Pradesh,2,21,engineer,-0.24084000000000003
322,625000,Noida,m,77.0,State,85.0,State,2,Bachelors,CSE,78.0,1,Delhi,3,22,senior,0.18546
323,205000,Greater noida,m,65.33,State,56.2,State,2,Bachelors,ECE,67.82,0,Uttar Pradesh,4,23,others,0.292
324,85000,pune,m,67.0,n/a,67.0,n/a,2,Bachelors,CSE,52.0,1,Maharashtra,2,25,developer,-0.02458
325,135000,,f,78.0,State,62.0,State,2,Bachelors,CSE,90.0,1,Tamil Nadu,2,22,developer,0.40574000000000005
326,550000,Bangalore,f,96.48,State,82.0,State,2,Bachelors,CSE,76.0,1,Karnataka,2,22,others,-1.06982
327,240000,,m,77.0,State,62.0,State,2,Bachelors,CSE,60.89,0,Maharashtra,1,26,developer,0.04083999999999999
328,785000,Bangalore,m,84.83,State,78.43,State,1,Bachelors,CSE,70.66,0,Uttar Pradesh,1,23,engineer,0.19929999999999998
329,200000,,m,88.0,State,72.6,State,2,Bachelors,other,58.86,0,Maharashtra,0,26,executive,0.40625999999999995
330,200000,,m,84.0,State,82.0,State,2,Bachelors,ECE,77.5,0,Uttar Pradesh,1,21,engineer,-0.4388739999999999
331,700000,pune,f,82.5,State,72.4,State,2,Bachelors,CE,64.8,0,Maharashtra,1,24,manager,0.25322600000000023
332,180000,,m,91.8,State,82.7,State,1,Bachelors,ME,75.39,1,Delhi,1,23,others,0.358
333,180000,Kolkata,m,55.0,State,68.0,State,2,Bachelors,CSE,74.9,1,West Bengal,1,23,developer,0.006060000000000043
334,300000,Pune,f,93.4,State,75.0,State,2,Bachelors,CSE,63.7,1,Maharashtra,4,21,engineer,-0.35706
335,120000,Siliguri ,m,68.5,State,73.2,State,2,Bachelors,EEE,69.0,0,West Bengal,1,23,engineer,-4.56474
336,190000,Noida,f,73.4,State,74.45,State,2,Bachelors,CSE,80.0,0,Bihar,1,23,engineer,0.29102000000000006
337,420000,,m,86.0,State,76.0,State,2,Bachelors,CSE,73.0,1,Rajasthan,2,22,engineer,0.3017599999999999
338,150000,Mumbai,m,72.2,State,54.4,State,2,Bachelors,CSE,72.59,0,Madhya Pradesh,2,25,others,-0.3048
339,105000,Jaipur,f,71.8,State,64.8,State,2,Bachelors,CSE,62.11,1,Karnataka,0,23,analyst,-0.04710000000000001
340,240000,Bangalore,m,77.0,State,76.2,State,2,Bachelors,CSE,70.7,0,Uttar Pradesh,1,21,engineer,-0.64726
341,120000,raipur,f,70.0,State,68.8,State,2,Bachelors,CSE,70.1,0,Chhattisgarh,1,21,others,0.31216
342,440000,Kolkata,m,84.2,n/a,78.8,n/a,2,Bachelors,ECE,78.0,0,West Bengal,3,22,engineer,-0.42824
343,300000,Bangalore,m,66.33,State,61.0,State,2,Bachelors,CSE,72.0,0,Uttar Pradesh,1,22,engineer,0.04700000000000001
344,315000,Pune,m,86.0,State,79.0,State,2,Bachelors,CSE,83.01,0,West Bengal,0,24,analyst,0.64598
345,110000,gurgaon,m,57.0,State,50.0,State,2,Bachelors,EIE,61.0,0,Uttar Pradesh,1,23,engineer,-0.046600000000000016
346,510000,Bangalore,m,71.67,State,66.6,State,2,Bachelors,CSE,75.34,0,Uttar Pradesh,3,22,senior,0.10025999999999997
347,120000,Pune,m,70.2,State,67.4,State,2,Bachelors,CSE,66.0,0,Chhattisgarh,1,22,engineer,0.60866
348,300000,Bhopal,m,77.2,State,65.2,State,2,Bachelors,CSE,66.7,0,Madhya Pradesh,2,20,developer,-0.51652
349,180000,Bangalore,f,90.27,State,95.41,State,2,Bachelors,ECE,85.0,0,Tamil Nadu,1,21,associate,0.48003999999999997
350,340000,Faridabad,m,67.67,State,73.8,State,1,Bachelors,EEE,87.7,0,Jharkhand,1,22,others,-0.8207599999999999
351,330000,Mumbai,m,86.0,State,71.0,State,2,Bachelors,CSE,70.82,0,Uttar Pradesh,1,22,engineer,-0.26602000000000003
353,195000,Lucknow,f,76.16,State,74.0,State,2,Masters,CSE,78.9,0,Uttar Pradesh,2,22,others,0.8723000000000001
354,200000,,m,80.0,State,84.0,State,2,Bachelors,ECE,61.0,0,Tamil Nadu,1,23,others,0.25222
355,180000,,m,65.71,State,68.2,State,2,Bachelors,ECE,67.08,0,Uttar Pradesh,2,22,engineer,0.08559999999999998
356,210000,Jodhpur,m,79.5,State,71.08,State,2,Bachelors,CSE,65.68,0,Rajasthan,1,22,engineer,0.6076
357,120000,udaipur,f,82.0,State,86.0,State,2,Bachelors,CSE,81.0,0,Rajasthan,1,23,analyst,0.544199999999998
358,390000,Gurgaon,f,77.2,State,67.4,State,2,Bachelors,ECE,71.7,0,Uttar Pradesh,2,22,others,-0.10418000000000002
359,200000,Kolkata,m,81.2,State,69.6,State,2,Bachelors,ECE,74.0,1,West Bengal,1,22,associate,0.34148000000000006
360,350000,Chennai,m,80.0,State,94.5,State,2,Bachelors,ECE,80.0,1,Tamil Nadu,5,23,engineer,-0.47117999999999993
361,400000,noida,m,82.4,n/a,81.4,n/a,2,Bachelors,CSE,70.0,0,Uttar Pradesh,2,24,developer,-0.25714
362,145000,Chennai,m,66.4,State,67.75,State,2,Masters,CSE,76.0,1,Tamil Nadu,1,26,engineer,0.3065399999999999
363,500000,Bangalore,m,87.2,State,71.0,State,2,Bachelors,ECE,85.5,1,Karnataka,0,22,engineer,0.061040000000000025
364,140000,,m,78.0,State,87.1,State,2,Bachelors,CSE,65.0,1,Telangana,0,21,developer,-0.25303999999999993
365,155000,Hyderabad,m,77.0,State,85.0,State,2,Bachelors,ECE,68.0,1,Telangana,2,22,engineer,0.10178000000000005
366,380000,New Delhi,m,80.4,State,81.8,State,2,Bachelors,CSE,71.6,1,Delhi,2,23,senior,-0.4586
367,420000,Bangalore,f,87.0,State,75.0,State,2,Bachelors,CSE,65.0,0,Karnataka,3,22,engineer,-0.34845400000000204
368,355000,Pune,m,88.4,State,80.4,State,2,Bachelors,ECE,76.61,0,Madhya Pradesh,1,22,engineer,-0.77342
369,535000,Pune,m,77.0,State,70.0,State,2,Bachelors,CSE,78.39,0,Punjab,3,22,others,-0.8483
370,690000,Pune,m,90.6,State,82.8,State,2,Bachelors,CSE,81.1,1,West Bengal,4,21,analyst,-0.1339999999999998
371,300000,Mysore,f,89.2,State,78.8,State,2,Bachelors,CSE,70.3,0,Uttar Pradesh,1,22,engineer,-0.24125999999999997
372,200000,,m,75.2,State,75.2,n/a,2,Bachelors,CSE,61.0,0,Tamil Nadu,1,22,executive,-0.85376
373,370000,Kolkata,m,81.6,State,72.2,State,2,Bachelors,ME,65.0,0,Orissa,1,25,manager,-0.6173
374,380000,,m,80.8,State,80.2,State,2,Bachelors,CSE,59.28,0,Maharashtra,2,22,engineer,-0.06053999999999995
375,405000,kolkata,f,86.5,n/a,81.0,n/a,2,Bachelors,ECE,79.0,1,West Bengal,5,22,analyst,0.39726000000000006
376,460000,,m,77.16,State,71.0,State,2,Bachelors,CSE,72.22,0,Uttar Pradesh,1,25,engineer,-0.15944000000000003
377,180000,Hyderabad ,m,78.0,State,80.9,State,2,Bachelors,ECE,65.0,1,Telangana,1,23,engineer,-0.05552
378,700000,Bangalore,m,72.33,State,67.0,State,2,Bachelors,CSE,70.84,0,Uttar Pradesh,2,20,engineer,-0.24899999999999994
379,120000,New Delhi,m,64.0,State,57.0,State,2,Bachelors,CSE,60.34,0,Uttarakhand,1,21,developer,0.13426
380,220000,Gurgaon,m,85.8,State,70.1,State,2,Bachelors,CSE,64.0,0,Haryana,1,22,others,-0.10808
381,100000,Chennai,m,88.2,State,83.58,State,2,Bachelors,ME,74.48,0,Tamil Nadu,1,22,engineer,-0.4001799999999999
382,260000,Bangalore,f,79.89,State,62.83,State,2,Bachelors,CSE,55.7,1,Karnataka,4,24,engineer,-2.0888799999999996
383,1110000,Bangalore ,m,75.4,State,68.2,State,2,Bachelors,CSE,80.0,0,Uttar Pradesh,5,22,senior,0.31195999999999996
384,320000,,m,82.0,State,69.4,State,2,Bachelors,CSE,71.8,0,Karnataka,1,24,engineer,-0.25523999999999997
385,300000,Bangalore ,f,91.6,State,86.5,State,2,Bachelors,ECE,80.2,1,Karnataka,1,22,engineer,-0.0016199999999999882
386,310000,,m,76.0,State,77.2,State,2,Bachelors,CSE,68.53,0,Madhya Pradesh,1,22,others,0.10103999999999998
387,250000,Bangalore,f,70.0,State,61.0,State,2,Bachelors,CSE,70.0,0,Karnataka,2,23,analyst,0.7486400000000001
388,340000,Bangalore,f,72.83,State,79.4,State,1,Bachelors,CSE,78.34,0,Uttar Pradesh,1,21,developer,-0.50196
389,275000,Bangalore ,f,81.0,State,66.0,State,2,Bachelors,CSE,80.0,0,Orissa,1,24,engineer,-0.09168
390,320000,Bangalore,f,88.33,State,68.0,State,2,Bachelors,CSE,78.0,0,West Bengal,1,22,engineer,0.28613999999999995
391,425000,bangalore,m,78.88,State,67.67,State,2,Bachelors,CSE,67.75,0,Karnataka,4,22,engineer,0.28432
392,120000,Hyderabad,m,74.0,State,81.0,State,2,Bachelors,ME,67.1,1,Telangana,1,22,designer,0.13451999999999997
393,370000,Bangalore,f,95.2,State,74.8,State,2,Bachelors,CSE,76.2,1,Karnataka,1,21,analyst,-0.34398
394,1200000,Bangalore,m,89.33,State,80.4,State,1,Bachelors,ECE,66.49,1,Delhi,4,24,engineer,0.57324
395,1000000,Muzaffarpur,m,76.0,State,74.2,State,2,Bachelors,ME,76.2,0,Uttar Pradesh,3,23,manager,0.030159999999999985
396,100000,Noida,m,75.3,State,68.4,State,2,Bachelors,ECE,73.2,0,Uttar Pradesh,1,21,engineer,-0.20693999999999999
397,100000,Kolkata`,m,71.5,State,62.0,State,2,Bachelors,CSE,67.2,1,West Bengal,0,23,engineer,-0.029800000000000004
398,240000,Kolkata,m,69.8,State,66.4,State,2,Bachelors,ECE,62.6,0,Karnataka,1,22,engineer,0.69916
399,335000,Noida,m,52.0,n/a,55.0,n/a,2,Bachelors,CSE,65.8,0,Uttar Pradesh,3,22,developer,-0.9423400000000001
400,170000,New Delhi,f,58.2,State,69.6,State,2,Bachelors,ECE,66.2,0,Rajasthan,1,22,executive,0.29686
401,400000,Mumbai,m,90.5,n/a,95.3,n/a,2,Bachelors,CSE,88.8,0,Karnataka,2,22,engineer,0.035019999999999975
402,215000,Hyderabad,m,70.83,State,71.0,State,2,Bachelors,CSE,62.71,1,Telangana,3,23,analyst,0.11705999999999997
403,405000,Noida,m,93.4,State,63.0,State,2,Bachelors,CE,67.8,0,Jharkhand,1,23,engineer,0.022480000000000035
404,300000,chennai,m,88.0,State,87.0,State,2,Bachelors,EEE,79.9,0,Tamil Nadu,0,23,associate,0.047820000000000015
405,145000,,m,79.0,State,66.0,State,2,Bachelors,ECE,61.47,0,Punjab,1,22,executive,1.9737199999999997
406,180000,Bangalore,f,92.0,State,89.0,State,2,Bachelors,CSE,83.0,0,Tamil Nadu,1,21,engineer,-0.25468
407,200000,Jaipur,m,75.4,State,60.4,State,2,Bachelors,EEE,65.5,0,Uttarakhand,1,22,analyst,-0.38112
408,280000,Gurgaon,m,68.0,State,59.0,State,2,Masters,CSE,73.0,0,Punjab,0,22,designer,-1.73356
409,400000,Gurgaon,m,72.3,State,95.0,State,2,Bachelors,CSE,70.0,0,Uttar Pradesh,2,21,engineer,-0.17365999999999998
410,300000,Bangalore,f,79.5,State,76.0,State,2,Bachelors,CSE,76.0,0,Assam,1,23,engineer,0.358
411,460000,Bangalore,m,82.0,State,61.2,State,2,Bachelors,CSE,62.8,1,Tamil Nadu,4,22,others,-0.47398000000000007
412,225000,New Delhi,m,71.0,State,64.6,State,2,Bachelors,ECE,65.6,0,Haryana,1,22,engineer,0.28067999999999993
413,160000,Pune,f,62.13,n/a,43.12,n/a,2,Masters,CSE,68.0,0,Maharashtra,2,27,others,-0.3202999999999999
414,205000,Bulandshahar,m,74.5,State,80.8,State,2,Bachelors,CSE,68.66,0,Uttar Pradesh,2,23,manager,0.62354
415,325000,chennai,m,63.0,State,64.0,State,2,Bachelors,CSE,70.9,0,Uttar Pradesh,1,22,engineer,-0.10626000000000002
416,100000,Kolkata,m,73.37,State,61.57,State,2,Bachelors,CSE,76.0,1,Tamil Nadu,1,21,developer,0.35141999999999995
417,215000,Haridwar,f,83.4,State,84.5,State,2,Bachelors,ME,76.45,0,Uttar Pradesh,1,21,engineer,-0.44892000000000004
418,375000,Noida,m,81.0,State,79.0,State,2,Bachelors,ECE,70.02,0,Punjab,2,21,others,0.36706000000000005
419,310000,Gurgaon,f,92.6,State,69.0,State,1,Bachelors,ECE,72.0,0,Uttar Pradesh,1,23,engineer,0.5556800000000001
420,505000,,m,86.0,State,83.8,State,2,Bachelors,CSE,77.0,0,Himachal Pradesh,1,22,engineer,0.6128199999999999
421,145000,Noida,m,78.6,State,64.8,State,2,Bachelors,CSE,63.7,0,Haryana,1,24,trainee,-0.32452
422,105000,,f,84.5,State,89.1,State,2,Bachelors,CSE,75.16,0,Andhra Pradesh,1,22,engineer,0.1348
423,405000,Bangalore,m,85.3,State,75.0,State,2,Bachelors,EEE,76.0,0,Andhra Pradesh,3,22,engineer,-0.46482
424,450000,,m,85.0,State,79.0,State,2,Bachelors,CSE,75.64,1,Rajasthan,2,22,engineer,0.37548
425,275000,Noida,f,84.4,State,74.6,State,2,Bachelors,CSE,77.26,0,Uttar Pradesh,1,22,engineer,-0.4816000000000001
426,120000,Raigarh,m,75.0,n/a,56.0,n/a,2,Bachelors,EEE,72.0,0,Orissa,1,24,engineer,-0.46154
